model,types,filter,count,min,max,mean,std,bin_count,shannon_entropy,desequilibrium,complexity
openai/gpt-oss-120b,bias-embedding-other,0 sigma,116249812992,-4096.0,8192.0,0.00010983107877158909,2.3286807460007815,639696576,4.279171466827393,0.020443441346287727,0.08748099089279382
openai/gpt-oss-120b,bias-embedding-other,1 sigma,106135617984,-2.328125,2.328125,-6.538508119657222e-05,0.49080398708854456,352731,4.17000675201416,0.025119435042142868,0.10474821373251686
openai/gpt-oss-120b,bias-embedding-other,2 sigma,110943260506,-4.65625,4.65625,-2.0399822022229025e-05,0.907470561691999,715957,4.2422075271606445,0.023050837218761444,0.09778643515678453
openai/gpt-oss-120b,bias-embedding-other,3 sigma,112936880831,-6.96875,6.96875,1.3568847774571838e-05,1.2017309478595488,862330,4.272554397583008,0.02221049927175045,0.09489556633603158
openai/gpt-oss-120b,bias-embedding-other,4 sigma,114740414341,-9.3125,9.3125,4.6407180848394506e-05,1.5580331851818259,965378,4.299439430236816,0.021479003131389618,0.09234767298527657
openai/gpt-oss-120b,bias-embedding,0 sigma,619239168,-836.0,760.0,-0.01348942701940435,3.0583446467217197,1363018,7.211583137512207,0.0009464831091463566,0.006825641629859991
openai/gpt-oss-120b,bias-embedding,1 sigma,582922619,-3.0625,3.03125,-0.016137999634921085,0.7597073148584531,5691,7.06692361831665,0.0008121833088807762,0.005739637407932124
openai/gpt-oss-120b,bias-embedding,2 sigma,605020132,-6.125,6.09375,-0.012141869013398756,1.1075860606819314,10821,7.137310981750488,0.0008711612317711115,0.006217748626395236
openai/gpt-oss-120b,bias-embedding,3 sigma,611181687,-9.1875,9.125,-0.011265908873406196,1.3329374205367308,15788,7.158114910125732,0.0009011126821860671,0.006450268126059477
openai/gpt-oss-120b,bias-embedding,4 sigma,613962058,-12.1875,12.1875,-0.01127037612094525,1.508559565265541,21046,7.175232887268066,0.0009084701305255294,0.006518484757647491
openai/gpt-oss-120b,bias-norm-embedding-other,0 sigma,116250023232,-4096.0,8192.0,0.00011295832947334306,2.328680299703448,639696960,4.279228210449219,0.020443111658096313,0.08748074011668905
openai/gpt-oss-120b,bias-norm-embedding-other,1 sigma,106135811745,-2.328125,2.328125,-6.26078020756915e-05,0.49080814198223055,352731,4.170065879821777,0.025119004771113396,0.1047479047311004
openai/gpt-oss-120b,bias-norm-embedding-other,2 sigma,110943467370,-4.65625,4.65625,-1.7407195987307124e-05,0.9074726405817675,715957,4.242267608642578,0.023050442337989807,0.09778614489533766
openai/gpt-oss-120b,bias-norm-embedding-other,3 sigma,112937088195,-6.96875,6.96875,1.6532538936847227e-05,1.201732068858801,1077913,4.274013519287109,0.022209767252206802,0.09492484549615199
openai/gpt-oss-120b,bias-norm-embedding-other,4 sigma,114740622640,-9.3125,9.3125,4.939424044997228e-05,1.5580336534264747,965378,4.299496650695801,0.021478651091456413,0.09234738842918055
openai/gpt-oss-120b,bias-norm-embedding,0 sigma,619449408,-836.0,760.0,-0.012897930651788566,3.0580653195590513,1363172,7.211442470550537,0.0009469244978390634,0.006828691540121362
openai/gpt-oss-120b,bias-norm-embedding,1 sigma,583126035,-3.0625,3.03125,-0.015584211999079951,0.7602001462842662,5692,7.066662788391113,0.000813042395748198,0.005745496443418152
openai/gpt-oss-120b,bias-norm-embedding,2 sigma,605227415,-6.125,6.09375,-0.011585544116249322,1.1078500732510728,10756,7.1340742111206055,0.0008748611435294151,0.006241324322364683
openai/gpt-oss-120b,bias-norm-embedding,3 sigma,611350325,-9.125,9.125,-0.01011035030566345,1.3311203059110666,15704,7.157683372497559,0.0009015279356390238,0.00645285151476549
openai/gpt-oss-120b,bias-norm-embedding,4 sigma,614172156,-12.1875,12.1875,-0.010677635551313425,1.508777077664114,21133,7.178828239440918,0.0009041716693900526,0.006490893113519747
openai/gpt-oss-120b,bias-norm-other,0 sigma,115670889792,-4096.0,8192.0,0.00011067677289891008,2.3311351785194114,638632896,4.1318793296813965,0.021356623619794846,0.0882429916864158
openai/gpt-oss-120b,bias-norm-other,1 sigma,105600036395,-2.328125,2.328125,-7.14891007862499e-05,0.48990179101585296,352137,4.008457183837891,0.026345493271946907,0.1056047817676884
openai/gpt-oss-120b,bias-norm-other,2 sigma,110379308658,-4.65625,4.65625,-3.5555811843151605e-05,0.9071534468262601,714742,4.080574035644531,0.024163413792848587,0.09860059893563289
openai/gpt-oss-120b,bias-norm-other,3 sigma,112365113956,-6.96875,6.96875,-1.0246573882823298e-05,1.2019027909300246,1076091,4.113696575164795,0.02326861023902893,0.09572000224913779
openai/gpt-oss-120b,bias-norm-other,4 sigma,114165415166,-9.3125,9.3125,2.186126946090217e-05,1.5591780507441868,963763,4.141621112823486,0.022485768422484398,0.09312753323662104
openai/gpt-oss-120b,bias-norm,0 sigma,40315968,-836.0,760.0,-0.20634362870005954,9.928343472877367,482889,6.783247947692871,0.001982016721740365,0.013444510860038283
openai/gpt-oss-120b,bias-norm,1 sigma,36536071,-10.125,9.6875,-0.271730290693936,1.8608862598696512,6686,6.523393630981445,0.0020956145599484444,0.013670518673359666
openai/gpt-oss-120b,bias-norm,2 sigma,38389052,-20.0,19.625,-0.2504617335501611,3.6846106402053476,12587,6.635574817657471,0.0020462744869291782,0.013578207455482216
openai/gpt-oss-120b,bias-norm,3 sigma,39316877,-29.875,29.5,-0.23832481694819507,5.228668980639786,18468,6.701198101043701,0.0019932957366108894,0.013357469604995398
openai/gpt-oss-120b,bias-norm,4 sigma,39795037,-39.75,39.5,-0.22969245200863586,6.415012931230046,24384,6.734645843505859,0.0019738886039704084,0.013293440682272895
openai/gpt-oss-120b,bias-other,0 sigma,115670679552,-4096.0,8192.0,0.00010753386070767478,2.331135631035387,638632512,4.131810665130615,0.021356970071792603,0.08824295671750804
openai/gpt-oss-120b,bias-other,1 sigma,105599842634,-2.328125,2.328125,-7.428048711131957e-05,0.48989760560053014,352137,4.008385181427002,0.026345951482653618,0.10560472151366351
openai/gpt-oss-120b,bias-other,2 sigma,110379101794,-4.65625,4.65625,-3.8563767504036464e-05,0.9071513559173217,714741,4.080700397491455,0.02416311949491501,0.0986024513275332
openai/gpt-oss-120b,bias-other,3 sigma,112364906592,-6.96875,6.96875,-1.3225400624993747e-05,1.2019016646332057,1076090,4.1135358810424805,0.02326962910592556,0.09572045426577525
openai/gpt-oss-120b,bias-other,4 sigma,114165206867,-9.3125,9.3125,1.8859109688740523e-05,1.5591775825199605,1156514,4.143446445465088,0.022485380992293358,0.09316697194744616
openai/gpt-oss-120b,bias,0 sigma,40105728,-836.0,760.0,-0.21649050203733167,9.953002639556493,489001,6.777536392211914,0.0019915669690817595,0.013497917610478805
openai/gpt-oss-120b,bias,1 sigma,36327473,-10.125,9.6875,-0.28280390061156946,1.8595135712823416,6680,6.510826110839844,0.0021198922768235207,0.013802249988110304
openai/gpt-oss-120b,bias,2 sigma,38178812,-20.0,19.625,-0.2613636739373783,3.6908464600761595,12848,6.637147903442383,0.0020334352739155293,0.013496210665054242
openai/gpt-oss-120b,bias,3 sigma,39114897,-30.0,29.625,-0.24869019732949382,5.257379954623786,18555,6.688956260681152,0.002021754626184702,0.013523428264379245
openai/gpt-oss-120b,bias,4 sigma,39588873,-40.0,39.5,-0.24419047498492774,6.442215300170968,24521,6.724295616149902,0.0019954184535890818,0.01341778355985368
openai/gpt-oss-120b,embedding-other,0 sigma,116209707264,-4096.0,8192.0,0.00018458313046490666,2.3217281083838412,639622976,4.268513202667236,0.020506570115685463,0.0875325652802248
openai/gpt-oss-120b,embedding-other,1 sigma,106102291142,-2.3125,2.3125,2.68303370231841e-05,0.4907446977129801,350327,4.160677909851074,0.025193244218826294,0.10482097469875384
openai/gpt-oss-120b,embedding-other,2 sigma,110908652026,-4.625,4.625,6.783922833367454e-05,0.9074415874736894,711078,4.233160972595215,0.023116206750273705,0.0978546242497007
openai/gpt-oss-120b,embedding-other,3 sigma,112901401128,-6.9375,6.9375,9.99527443129302e-05,1.2016737162077433,1072967,4.2647705078125,0.022273460403084755,0.09499119703400538
openai/gpt-oss-120b,embedding-other,4 sigma,114704189688,-9.25,9.25,0.00013108885301901896,1.557947707842406,958798,4.290148735046387,0.021540412679314613,0.09241157420853874
openai/gpt-oss-120b,embedding,0 sigma,579133440,-80.0,62.25,0.0005686558610740903,1.7714323749895453,127808,7.199789047241211,0.0009372707572765648,0.006748151732539287
openai/gpt-oss-120b,embedding,1 sigma,517518760,-1.765625,1.765625,0.001479465932790533,0.5334967716894476,3751,7.009123802185059,0.0007398852612823248,0.005185947395739854
openai/gpt-oss-120b,embedding,2 sigma,555462681,-3.53125,3.53125,0.0024460828719472514,0.8328986066621433,6725,7.098297595977783,0.0008235708228312433,0.005845950791820459
openai/gpt-oss-120b,embedding,3 sigma,567254057,-5.3125,5.3125,0.004173792978266879,1.0331281085228161,9833,7.137149810791016,0.0008582104346714914,0.00612517644143451
openai/gpt-oss-120b,embedding,4 sigma,572158234,-7.0625,7.0625,0.005321452299504965,1.1742983478030373,12829,7.155421257019043,0.0008804081589914858,0.006299691255700679
openai/gpt-oss-120b,norm-embedding-other,0 sigma,116209917504,-4096.0,8192.0,0.0001877113251893141,2.3217276730919516,639623360,4.2685699462890625,0.02050623670220375,0.08753230569851667
openai/gpt-oss-120b,norm-embedding-other,1 sigma,106102484429,-2.3125,2.3125,2.959791960368008e-05,0.4907488304264416,350327,4.16073751449585,0.02519281581044197,0.10482069383829007
openai/gpt-oss-120b,norm-embedding-other,2 sigma,110908858870,-4.625,4.625,7.083178398341894e-05,0.9074436647692082,711078,4.23322057723999,0.023115811869502068,0.09785433046558456
openai/gpt-oss-120b,norm-embedding-other,3 sigma,112901608489,-6.9375,6.9375,0.00010291702299589317,1.2016748369837393,920971,4.26413631439209,0.022273099049925804,0.09497553049284058
openai/gpt-oss-120b,norm-embedding-other,4 sigma,114704397945,-9.25,9.25,0.00013407329237861585,1.5579481663479018,958799,4.290037631988525,0.021541636437177658,0.09241443097010738
openai/gpt-oss-120b,norm-embedding,0 sigma,579343680,-80.0,62.25,0.0011959976548241407,1.771548402485419,125446,7.190081596374512,0.0009505202760919929,0.006834318344109858
openai/gpt-oss-120b,norm-embedding,1 sigma,517658852,-1.765625,1.765625,0.0018430613119887061,0.5339079002560625,3694,7.003339767456055,0.0007434145663864911,0.005206384796480612
openai/gpt-oss-120b,norm-embedding,2 sigma,555667954,-3.53125,3.53125,0.003031327009186514,0.8333518225488787,6707,7.096130847930908,0.0008261501789093018,0.005862469769581935
openai/gpt-oss-120b,norm-embedding,3 sigma,567461191,-5.3125,5.3125,0.004759701313859871,1.0334449038563454,9791,7.135217666625977,0.0008601103909313679,0.006137074856622071
openai/gpt-oss-120b,norm-embedding,4 sigma,572365609,-7.0625,7.0625,0.005904449071934347,1.1745323481104664,12831,7.155761241912842,0.0008798262570053339,0.006295826629496015
openai/gpt-oss-120b,norm-other,0 sigma,115630784064,-4096.0,8192.0,0.00018580337549147202,2.324155911640014,638559104,4.119569778442383,0.021421805024147034,0.08824862057716132
openai/gpt-oss-120b,norm-other,1 sigma,105567100478,-2.3125,2.3125,2.1212204548015674e-05,0.48986138710395133,349737,3.997677803039551,0.026423774659633636,0.10563373742933635
openai/gpt-oss-120b,norm-other,2 sigma,110344873938,-4.625,4.625,5.3294113251074746e-05,0.9071423199795798,709871,4.070021629333496,0.024233179166913033,0.09862956335684991
openai/gpt-oss-120b,norm-other,3 sigma,112329697927,-6.96875,6.96875,7.663149669487492e-05,1.2018564439677695,1075978,4.102640151977539,0.023337338119745255,0.09574470041034289
openai/gpt-oss-120b,norm-other,4 sigma,114129248611,-9.25,9.25,0.00010690135465955547,1.5591063316481364,1148632,4.132453918457031,0.022550612688064575,0.0931893677663993
openai/gpt-oss-120b,norm,0 sigma,210240,0.000499725341796875,17.75,1.729290608909758,1.1328595624042264,913,4.684558868408203,0.011669367551803589,0.054665839253516424
openai/gpt-oss-120b,norm,1 sigma,197445,0.59765625,2.859375,1.5947421275545088,0.4054931328805172,124,4.480635643005371,0.005432057194411755,0.024339069080125064
openai/gpt-oss-120b,norm,2 sigma,206198,0.000499725341796875,3.984375,1.5963586619603791,0.49887550048525503,213,4.622853755950928,0.008042349480092525,0.03717860550071572
openai/gpt-oss-120b,norm,3 sigma,207076,0.000499725341796875,5.125,1.6083050213712295,0.5308095903415087,270,4.628373146057129,0.009161426685750484,0.042402501251898705
openai/gpt-oss-120b,norm,4 sigma,207302,0.000499725341796875,6.25,1.6126419492681572,0.5466192202909709,329,4.635809898376465,0.00978067982941866,0.045341372366070054
openai/gpt-oss-120b,other,0 sigma,115630573824,-4096.0,8192.0,0.00018265950979667018,2.3241563530651255,638558720,4.119499206542969,0.02142215706408024,0.0882485590279174
openai/gpt-oss-120b,other,1 sigma,105566907191,-2.3125,2.3125,1.843057078248605e-05,0.48985722423234346,349737,3.997605562210083,0.026424236595630646,0.1056336751918483
openai/gpt-oss-120b,other,2 sigma,110344667094,-4.625,4.625,5.0286229412835726e-05,0.9071402307500017,709870,4.069748878479004,0.024234330281615257,0.09862763848429346
openai/gpt-oss-120b,other,3 sigma,112329490563,-6.96875,6.96875,7.365189114715999e-05,1.2018553174022277,1075977,4.102695941925049,0.023337094113230705,0.09574500131467456
openai/gpt-oss-120b,other,4 sigma,114129040354,-9.25,9.25,0.0001039018257394845,1.5591058732346186,957193,4.130519390106201,0.02255185693502426,0.09315088235301872
openai/gpt-oss-20b,bias-embedding-other,0 sigma,20335482624,-2048.0,3072.0,7.083394812070652e-05,1.8055967238434933,223601536,4.385997772216797,0.022424260154366493,0.09835275508066132
openai/gpt-oss-20b,bias-embedding-other,1 sigma,18790609794,-1.8046875,1.8046875,-5.6602225869590864e-05,0.28502603776176194,153533,4.272427558898926,0.026338770985603333,0.1125304910264191
openai/gpt-oss-20b,bias-embedding-other,2 sigma,19481826989,-3.609375,3.609375,9.51057794119755e-07,0.5203841013967162,310784,4.344532012939453,0.02456991747021675,0.10674479300463702
openai/gpt-oss-20b,bias-embedding-other,3 sigma,19814772574,-5.40625,5.40625,8.349782426424e-05,0.7329009460419331,468141,4.376328945159912,0.023808429017663002,0.10419351704878377
openai/gpt-oss-20b,bias-embedding-other,4 sigma,20002619478,-7.21875,7.21875,0.00016026672006472193,0.9333003335063729,627058,4.40144157409668,0.02325109764933586,0.10233834783716844
openai/gpt-oss-20b,bias-embedding,0 sigma,585961728,-552.0,696.0,-0.0031739221044933437,2.452879018659881,1343460,7.258185386657715,0.0009262122330255806,0.0067226200946898795
openai/gpt-oss-20b,bias-embedding,1 sigma,541711549,-2.453125,2.4375,-0.0033635071416022798,0.6231159691232764,5986,7.072431564331055,0.0008305852534249425,0.0058742573631904715
openai/gpt-oss-20b,bias-embedding,2 sigma,566121287,-4.90625,4.875,-0.0005250329330620904,0.9439523730059045,11197,7.157571792602539,0.000868451374117285,0.006216003058628794
openai/gpt-oss-20b,bias-embedding,3 sigma,574140202,-7.34375,7.34375,0.002922123897943658,1.175588776773258,16492,7.195008277893066,0.0008808575803413987,0.0063377775822012206
openai/gpt-oss-20b,bias-embedding,4 sigma,578126032,-9.8125,9.75,0.004109393624379507,1.367759123864938,22074,7.21932315826416,0.0008821964729577303,0.006368861427362704
openai/gpt-oss-20b,bias-norm-embedding-other,0 sigma,20335623744,-2048.0,3072.0,8.43945919861568e-05,1.805602330144784,223602048,4.384306907653809,0.02243509329855442,0.09836233452270982
openai/gpt-oss-20b,bias-norm-embedding-other,1 sigma,18790705120,-1.8046875,1.8046875,-4.947386338526907e-05,0.2850438450564876,153533,4.272476673126221,0.026338379830121994,0.11253011343213437
openai/gpt-oss-20b,bias-norm-embedding-other,2 sigma,19481960153,-3.609375,3.609375,1.227589066291622e-05,0.5204023086187404,310785,4.344592094421387,0.024570219218730927,0.1067475801758988
openai/gpt-oss-20b,bias-norm-embedding-other,3 sigma,19814909777,-5.40625,5.40625,9.550277284711722e-05,0.7329149312665697,468142,4.376410961151123,0.023807527497410774,0.10419152429757528
openai/gpt-oss-20b,bias-norm-embedding-other,4 sigma,20002757559,-7.21875,7.21875,0.00017242654750124084,0.9333108468087093,627060,4.401501178741455,0.023250702768564224,0.10233799564240265
openai/gpt-oss-20b,bias-norm-embedding,0 sigma,586102848,-552.0,696.0,-0.0027026361308952022,2.4528874980449378,1346952,7.259407043457031,0.000925387954339385,0.006717767833661625
openai/gpt-oss-20b,bias-norm-embedding,1 sigma,541833489,-2.453125,2.4375,-0.003015856610876363,0.6235050198114273,5969,7.071308612823486,0.0008313935250043869,0.0058790401940092
openai/gpt-oss-20b,bias-norm-embedding,2 sigma,566257912,-4.90625,4.875,-0.00011003850189303491,0.9442732747991444,11352,7.1630330085754395,0.0008613117970526218,0.00616960483296336
openai/gpt-oss-20b,bias-norm-embedding,3 sigma,574278310,-7.34375,7.34375,0.0033453426679919992,1.1758271843237107,16493,7.194185256958008,0.0008820866351015866,0.006345894665607532
openai/gpt-oss-20b,bias-norm-embedding,4 sigma,578265008,-9.8125,9.75,0.004542962964394969,1.3679635102903753,21619,7.213032245635986,0.0008904665010049939,0.0064229635854076705
openai/gpt-oss-20b,bias-norm-other,0 sigma,19756490304,-2048.0,3072.0,6.953648320221818e-05,1.7849711234420131,221458928,4.111339092254639,0.024374959990382195,0.10021372588060107
openai/gpt-oss-20b,bias-norm-other,1 sigma,18271667511,-1.78125,1.78125,-8.634721222178922e-05,0.2761231565958611,150131,4.005089282989502,0.028602927923202515,0.11455728008733956
openai/gpt-oss-20b,bias-norm-other,2 sigma,18930841603,-3.5625,3.5625,-6.639950773534323e-05,0.510335460061905,303829,4.070502281188965,0.026717815548181534,0.10875492913725893
openai/gpt-oss-20b,bias-norm-other,3 sigma,19252904004,-5.34375,5.34375,-4.402180625396692e-05,0.7237402582706934,458313,4.10092830657959,0.025890391319990158,0.10617463863257015
openai/gpt-oss-20b,bias-norm-other,4 sigma,19435406377,-7.125,7.125,-2.3281778303817153e-05,0.9257108742458393,613008,4.126825332641602,0.025273753330111504,0.10430036549363919
openai/gpt-oss-20b,bias-norm,0 sigma,6969408,-552.0,696.0,-0.2764140865228982,5.000101730329459,154650,6.095342636108398,0.0037481565959751606,0.022846298706258317
openai/gpt-oss-20b,bias-norm,1 sigma,6545759,-5.25,4.71875,-0.3286309293457239,0.9598595000198098,1297,5.864950180053711,0.003260674886405468,0.019123695762120363
openai/gpt-oss-20b,bias-norm,2 sigma,6745476,-10.25,9.6875,-0.3125907250894763,1.570671333553072,2528,5.966684341430664,0.0034932089038193226,0.020842874867764927
openai/gpt-oss-20b,bias-norm,3 sigma,6843722,-15.25,14.6875,-0.3005822597458193,2.1467011592726912,3756,6.017662525177002,0.003563923994079232,0.02144649186174974
openai/gpt-oss-20b,bias-norm,4 sigma,6897133,-20.25,19.625,-0.2958748107124839,2.6257275924737886,4999,6.051331996917725,0.0035739727318286896,0.0216272955482264
openai/gpt-oss-20b,bias-other,0 sigma,19756349184,-2048.0,3072.0,5.5578219359839845e-05,1.7849651377605391,221458416,4.1116437911987305,0.02437269128859043,0.10021182481153623
openai/gpt-oss-20b,bias-other,1 sigma,18271574946,-1.78125,1.78125,-9.340672868744646e-05,0.2761050662151508,150130,4.005356788635254,0.02860201895236969,0.11456129077954813
openai/gpt-oss-20b,bias-other,2 sigma,18930708693,-3.5625,3.5625,-7.800636589938853e-05,0.5103164462151295,303828,4.070206642150879,0.02671852521598339,0.10874991880257134
openai/gpt-oss-20b,bias-other,3 sigma,19252766850,-5.34375,5.34375,-5.636446880826019e-05,0.7237256642966082,458312,4.100864887237549,0.025891190394759178,0.10617627357865
openai/gpt-oss-20b,bias-other,4 sigma,19435268310,-7.125,7.125,-3.579278641174806e-05,0.9256999281066968,613007,4.127094268798828,0.025272874161601067,0.10430353410841775
openai/gpt-oss-20b,bias,0 sigma,6828288,-552.0,696.0,-0.32251373893226476,5.036268755871273,156085,6.057703971862793,0.003843000391498208,0.023279758735448963
openai/gpt-oss-20b,bias,1 sigma,6411043,-5.34375,4.6875,-0.3750054019023966,0.9203372219621748,1312,5.814363479614258,0.0034183224197477102,0.019875369038927726
openai/gpt-oss-20b,bias,2 sigma,6608976,-10.375,9.75,-0.35808035110577296,1.5618135268865336,2577,5.927670001983643,0.003603257704526186,0.021358922604536312
openai/gpt-oss-20b,bias,3 sigma,6704048,-15.375,14.75,-0.3485891295314242,2.143737817393856,3829,5.981024265289307,0.003660287708044052,0.021892269599751657
openai/gpt-oss-20b,bias,4 sigma,6757003,-20.375,19.75,-0.34267284565396533,2.634243197089552,5003,5.996437072753906,0.003748635295778513,0.02247845565984008
openai/gpt-oss-20b,embedding-other,0 sigma,20328654336,-2048.0,3072.0,0.00017918840836077764,1.8035298738787569,223576496,4.3830084800720215,0.022445712238550186,0.09837974708282182
openai/gpt-oss-20b,embedding-other,1 sigma,18784292856,-1.796875,1.796875,6.16985976383343e-05,0.2847517719612927,152851,4.269630432128906,0.026362596079707146,0.11255854249183983
openai/gpt-oss-20b,embedding-other,2 sigma,19475369451,-3.59375,3.59375,0.00011885667732517815,0.5201571031466585,309405,4.341680526733398,0.024593383073806763,0.10677661237804159
openai/gpt-oss-20b,embedding-other,3 sigma,19808337997,-5.40625,5.40625,0.00019979748081869173,0.7327809510835019,468090,4.373472213745117,0.023830389603972435,0.10422154677569395
openai/gpt-oss-20b,embedding-other,4 sigma,19996031751,-7.1875,7.1875,0.000274129800422603,0.9330823272216724,624275,4.398728370666504,0.023271407932043076,0.10236460229603139
openai/gpt-oss-20b,embedding,0 sigma,579133440,-104.5,118.5,0.0005912623738321862,2.4056772541079114,243403,7.259143829345703,0.0009216002654284239,0.006690028879908105
openai/gpt-oss-20b,embedding,1 sigma,534617041,-2.390625,2.40625,0.0022662334102440257,0.6142738485323047,6059,7.078624248504639,0.0008225056808441877,0.005822208656956485
openai/gpt-oss-20b,embedding,2 sigma,559171458,-4.78125,4.78125,0.004136077971991196,0.9317546453992335,11112,7.158332824707031,0.0008653630502521992,0.0061945567279089175
openai/gpt-oss-20b,embedding,3 sigma,567277824,-7.1875,7.1875,0.006842438282939119,1.1612302356268627,16291,7.193057060241699,0.0008829815778881311,0.0063513368728915776
openai/gpt-oss-20b,embedding,4 sigma,571255165,-9.5625,9.5625,0.008703450409940713,1.3492348173298403,21438,7.213006019592285,0.0008895927458070219,0.006416637830491678
openai/gpt-oss-20b,norm-embedding-other,0 sigma,20328795456,-2048.0,3072.0,0.00019275285496016348,1.803535502031156,223577024,4.3818039894104,0.022446798160672188,0.09835746972992343
openai/gpt-oss-20b,norm-embedding-other,1 sigma,18784387291,-1.796875,1.796875,6.874315845621156e-05,0.2847693363601228,152851,4.269679546356201,0.026362206786870956,0.11255817511471555
openai/gpt-oss-20b,norm-embedding-other,2 sigma,19475502531,-3.59375,3.59375,0.0001301688919413936,0.5201752704538631,309406,4.341643333435059,0.024593014270067215,0.10677409645471059
openai/gpt-oss-20b,norm-embedding-other,3 sigma,19808475200,-5.40625,5.40625,0.00021180552353696505,0.7327949420672223,468091,4.37352180480957,0.023830367252230644,0.10422263079425065
openai/gpt-oss-20b,norm-embedding-other,4 sigma,19996169828,-7.1875,7.1875,0.0002862914036712391,0.9330928409740027,624277,4.398741722106934,0.02327127940952778,0.10236434766549785
openai/gpt-oss-20b,norm-embedding,0 sigma,579274560,-104.5,118.5,0.0010671864477544766,2.405696867619689,245304,7.261761665344238,0.0009179714834317565,0.006666090128263913
openai/gpt-oss-20b,norm-embedding,1 sigma,534738405,-2.390625,2.40625,0.00261459808012121,0.6146677076228169,6023,7.076263427734375,0.0008247602381743491,0.005836220710042639
openai/gpt-oss-20b,norm-embedding,2 sigma,559307953,-4.78125,4.78125,0.004553965153831196,0.9320818706258147,11083,7.15705680847168,0.0008676361758261919,0.006209721399473178
openai/gpt-oss-20b,norm-embedding,3 sigma,567415901,-7.1875,7.1875,0.0072694241167572385,1.1614753687424257,16380,7.195140838623047,0.0008793228771537542,0.006326851943744494
openai/gpt-oss-20b,norm-embedding,4 sigma,571393984,-9.5625,9.5625,0.009138456203033697,1.349438189675194,21440,7.213240623474121,0.0008892618352547288,0.006414459594964561
openai/gpt-oss-20b,norm-other,0 sigma,19749662016,-2048.0,3072.0,0.00018106707581365825,1.7828118509318651,221433424,4.107416152954102,0.024392645806074142,0.10019074739715705
openai/gpt-oss-20b,norm-other,1 sigma,18265657963,-1.78125,1.78125,3.517638745393068e-05,0.27592586512198414,150114,4.001716613769531,0.02862953394651413,0.11456728163824437
openai/gpt-oss-20b,norm-other,2 sigma,18924538560,-3.5625,3.5625,5.548798059948447e-05,0.510195932063058,303795,4.066743850708008,0.02674402855336666,0.10876111366256325
openai/gpt-oss-20b,norm-other,3 sigma,19246472873,-5.34375,5.34375,7.563659039616614e-05,0.723615664604145,458262,4.097170829772949,0.025916066020727158,0.10618254972259322
openai/gpt-oss-20b,norm-other,4 sigma,19428891191,-7.125,7.125,9.485962062424455e-05,0.925585436155416,612940,4.122925281524658,0.0252991933375597,0.10430668381360508
openai/gpt-oss-20b,norm,0 sigma,141120,-0.322265625,25.5,1.9541818839352147,1.5359236615492888,1266,4.80960750579834,0.012381156906485558,0.05954850518789989
openai/gpt-oss-20b,norm,1 sigma,130825,0.419921875,3.484375,1.6654505511895663,0.5107781191953815,169,4.611278533935547,0.007718223612755537,0.03559087886561407
openai/gpt-oss-20b,norm,2 sigma,136785,-0.322265625,5.0,1.723245360962231,0.6755943877113947,279,4.726058483123779,0.009606181643903255,0.04539937624859691
openai/gpt-oss-20b,norm,3 sigma,137911,-0.322265625,6.53125,1.7554128474953956,0.7615598435167097,349,4.737564563751221,0.010488484054803848,0.04968987038550843
openai/gpt-oss-20b,norm,4 sigma,138216,-0.322265625,8.0625,1.767379210517867,0.8024224010651583,427,4.750844955444336,0.010963616892695427,0.052086444008086374
openai/gpt-oss-20b,other,0 sigma,19749520896,-2048.0,3072.0,0.00016710478291919882,1.7828058413637395,221432896,4.107626438140869,0.024397121742367744,0.10021426228349117
openai/gpt-oss-20b,other,1 sigma,18265565398,-1.78125,1.78125,2.8115164188052695e-05,0.2759077579591422,150114,4.001650810241699,0.02862996980547905,0.11456714186929062
openai/gpt-oss-20b,other,2 sigma,18924405650,-3.5625,3.5625,4.3878112646858125e-05,0.510176908475226,303794,4.066484451293945,0.026744632050395012,0.10875663038850902
openai/gpt-oss-20b,other,3 sigma,19246335719,-5.34375,5.34375,6.329065627615976e-05,0.7236010643934053,458261,4.096826553344727,0.025917965918779373,0.10618141098473899
openai/gpt-oss-20b,other,4 sigma,19428753124,-7.125,7.125,8.234525665935624e-05,0.9255744855675443,612938,4.122942924499512,0.025298917666077614,0.1043059935888504
